document_id;document_number;document_type_id;document_name;document_description;document_date;file_path;original_filename;file_extension;file_size;is_minutes;minutes_number;document_status;signature_date;document_version;observations;is_confidential;is_active;created_at;created_by_user_id;updated_at;updated_by_user_id;project_id
;;6;2012_5548_presupuesto_4.pdf;;16/09/2014;2012_5548_presupuesto_4.pdf;2012_5548_presupuesto_4.pdf;.pdf;;;;;;;;;1;;1055273127;;;5548
;;99;2013_5727_otras actas_2.pdf;;18/09/2014;2013_5727_otras actas_2.pdf;2013_5727_otras actas_2.pdf;.pdf;;;;;;;ADICIONAL No 2;;1;;1055273127;;;5727
;;15;2012_5587_prorroga_1.pdf;;19/09/2014;2012_5587_prorroga_1.pdf;2012_5587_prorroga_1.pdf;.pdf;;;;;;;PRORROGA No 1;;1;;1055273127;;;5587
;;4;2012_5752_minuta_1.pdf;;22/09/2014;2012_5752_minuta_1.pdf;2012_5752_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5752
;;11;2012_5502_acta de liquidacion_1.pdf;;24/09/2014;2012_5502_acta de liquidacion_1.pdf;2012_5502_acta de liquidacion_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5502
;;11;2013_5642_acta de liquidacion_1.pdf;;25/09/2014;2013_5642_acta de liquidacion_1.pdf;2013_5642_acta de liquidacion_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5642
;;11;2009_5441_acta de liquidacion_1.pdf;;26/09/2014;2009_5441_acta de liquidacion_1.pdf;2009_5441_acta de liquidacion_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5441
;;11;2011_5358_acta de liquidacion_1.pdf;;26/09/2014;2011_5358_acta de liquidacion_1.pdf;2011_5358_acta de liquidacion_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5358
;;1;2011_5435_acta inicio_1.pdf;;30/09/2014;2011_5435_acta inicio_1.pdf;2011_5435_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5435
;;14;2014_5763_supervision de proyecto_1.pdf;;9/10/2014;2014_5763_supervision de proyecto_1.pdf;2014_5763_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN DE SUPERVISOR No 214;;1;;1055273127;;;5763
;;99;2012_5587_otras actas_1.pdf;;10/10/2014;2012_5587_otras actas_1.pdf;2012_5587_otras actas_1.pdf;.pdf;;;;;;;ACLARACIÓN No 1 Y PRORROGA No 2;;1;;1055273127;;;5587
;;11;2013_5660_acta de liquidacion_1.pdf;;10/10/2014;2013_5660_acta de liquidacion_1.pdf;2013_5660_acta de liquidacion_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5660
;;1;2014_5775_acta inicio_1.pdf;;15/10/2014;2014_5775_acta inicio_1.pdf;2014_5775_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5775
;;4;2014_5781_minuta_1.pdf;;16/10/2014;2014_5781_minuta_1.pdf;2014_5781_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5781
;;11;2008_5695_acta de liquidacion_1.pdf;;17/10/2014;2008_5695_acta de liquidacion_1.pdf;2008_5695_acta de liquidacion_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5695
;;15;2013_5675_prorroga_3.pdf;;17/10/2014;2013_5675_prorroga_3.pdf;2013_5675_prorroga_3.pdf;.pdf;;;;;;;MODIFICATORIO Y PRORROGA No 2;;1;;1055273127;;;5675
;;11;2012_5472_acta de liquidacion_1.pdf;;20/10/2014;2012_5472_acta de liquidacion_1.pdf;2012_5472_acta de liquidacion_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5472
;;99;2010_5343_otras actas_1.pdf;;20/10/2014;2010_5343_otras actas_1.pdf;2010_5343_otras actas_1.pdf;.pdf;;;;;;;ANEXO ACTA DE LIQUIDACION;;1;;1055273127;;;5343
;;99;2005_1049_otras actas_3.pdf;;21/10/2014;2005_1049_otras actas_3.pdf;2005_1049_otras actas_3.pdf;.pdf;;;;;;;RESOLUCIÓN No 235;;1;;1055273127;;;1049
;;4;2014_5784_minuta_1.pdf;;23/10/2014;2014_5784_minuta_1.pdf;2014_5784_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5784
;;4;2014_5785_minuta_1.pdf;;30/10/2014;2014_5785_minuta_1.pdf;2014_5785_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5785
;;4;2014_5787_minuta_1.pdf;;6/11/2014;2014_5787_minuta_1.pdf;2014_5787_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5787
;;6;2013_5664_presupuesto_4.pdf;;24/11/2014;2013_5664_presupuesto_4.pdf;2013_5664_presupuesto_4.pdf;.pdf;;;;;;;VERSIÓN No 4;;1;;1055273127;;;5664
;;99;2014_5796_otras actas_1.pdf;;12/12/2014;2014_5796_otras actas_1.pdf;2014_5796_otras actas_1.pdf;.pdf;;;;;;;INVITACION;;1;;1055273127;;;5796
;;4;2015_5807_minuta_1.pdf;;16/01/2015;2015_5807_minuta_1.pdf;2015_5807_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5807
;;4;2014_5821_minuta_1.pdf;;23/01/2015;2014_5821_minuta_1.pdf;2014_5821_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5821
;;4;2014_5822_minuta_1.pdf;;23/01/2015;2014_5822_minuta_1.pdf;2014_5822_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5822
;;4;2014_5824_minuta_1.pdf;;23/01/2015;2014_5824_minuta_1.pdf;2014_5824_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5824
;;15;2014_5704_prorroga_1.pdf;;26/01/2015;2014_5704_prorroga_1.pdf;2014_5704_prorroga_1.pdf;.pdf;;;;;;;ADICIÓN Y PRORROGA No 1 ;;1;;1055273127;;;5704
;;99;2014_5791_otras actas_1.pdf;;26/01/2015;2014_5791_otras actas_1.pdf;2014_5791_otras actas_1.pdf;.pdf;;;;;;;PÓLIZA ANEXO 4;;1;;1055273127;;;5791
;;4;2014_5826_minuta_1.pdf;;27/01/2015;2014_5826_minuta_1.pdf;2014_5826_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5826
;;6;2014_5826_presupuesto_1.pdf;;27/01/2015;2014_5826_presupuesto_1.pdf;2014_5826_presupuesto_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5826
;;4;2014_5835_minuta_1.pdf;;29/01/2015;2014_5835_minuta_1.pdf;2014_5835_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5835
;;4;2014_5843_minuta_1.pdf;;4/02/2015;2014_5843_minuta_1.pdf;2014_5843_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5843
;;99;2014_5843_otras actas_2.pdf;;4/02/2015;2014_5843_otras actas_2.pdf;2014_5843_otras actas_2.pdf;.pdf;;;;;;;POLIZA No 21-44-101186395;;1;;1055273127;;;5843
;;99;2014_5840_otras actas_4.pdf;;4/02/2015;2014_5840_otras actas_4.pdf;2014_5840_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA ;;1;;1055273127;;;5840
;;99;2014_5800_otras actas_2.pdf;;4/02/2015;2014_5800_otras actas_2.pdf;2014_5800_otras actas_2.pdf;.pdf;;;;;;;POLIZA;;1;;1055273127;;;5800
;;99;2014_5787_otras actas_3.pdf;;10/02/2015;2014_5787_otras actas_3.pdf;2014_5787_otras actas_3.pdf;.pdf;;;;;;;ACTA PARCIAL 1;;1;;1055273127;;;5787
;;99;2014_5831_otras actas_3.pdf;;17/02/2015;2014_5831_otras actas_3.pdf;2014_5831_otras actas_3.pdf;.pdf;;;;;;;ESTUDIOS PREVIOS;;1;;1055273127;;;5831
;;6;2014_5825_presupuesto_1.pdf;;23/02/2015;2014_5825_presupuesto_1.pdf;2014_5825_presupuesto_1.pdf;.pdf;;;;;;;VERSIÓN 1;;1;;1055273127;;;5825
;;99;2013_5663_otras actas_1.pdf;;27/02/2015;2013_5663_otras actas_1.pdf;2013_5663_otras actas_1.pdf;.pdf;;;;;;;OTRO SI No 1 ADICIÓN No 3 ;;1;;1055273127;;;5663
;;99;2014_5844_otras actas_2.pdf;;5/03/2015;2014_5844_otras actas_2.pdf;2014_5844_otras actas_2.pdf;.pdf;;;;;;;POLIZA;;1;;1055273127;;;5844
;;1;2014_5851_acta inicio_1.pdf;;5/03/2015;2014_5851_acta inicio_1.pdf;2014_5851_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5851
;;1;2014_5844_acta inicio_1.pdf;;12/03/2015;2014_5844_acta inicio_1.pdf;2014_5844_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5844
;;14;2014_5828_supervision de proyecto_1.pdf;;12/03/2015;2014_5828_supervision de proyecto_1.pdf;2014_5828_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 022;;1;;1055273127;;;5828
;;14;2014_5836_supervision de proyecto_1.pdf;;12/03/2015;2014_5836_supervision de proyecto_1.pdf;2014_5836_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 015;;1;;1055273127;;;5836
;;14;2015_5827_supervision de proyecto_1.pdf;;12/03/2015;2015_5827_supervision de proyecto_1.pdf;2015_5827_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 014;;1;;1055273127;;;5827
;;14;2014_5832_supervision de proyecto_1.pdf;;12/03/2015;2014_5832_supervision de proyecto_1.pdf;2014_5832_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 021;;1;;1055273127;;;5832
;;14;2014_5843_supervision de proyecto_1.pdf;;12/03/2015;2014_5843_supervision de proyecto_1.pdf;2014_5843_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 017;;1;;1055273127;;;5843
;;14;2014_5804_supervision de proyecto_1.pdf;;12/03/2015;2014_5804_supervision de proyecto_1.pdf;2014_5804_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 005;;1;;1055273127;;;5804
;;14;2014_5849_supervision de proyecto_1.pdf;;12/03/2015;2014_5849_supervision de proyecto_1.pdf;2014_5849_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 009;;1;;1055273127;;;5849
;;14;2014_5825_supervision de proyecto_1.pdf;;12/03/2015;2014_5825_supervision de proyecto_1.pdf;2014_5825_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 010;;1;;1055273127;;;5825
;;14;2014_5840_supervision de proyecto_1.pdf;;12/03/2015;2014_5840_supervision de proyecto_1.pdf;2014_5840_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 011;;1;;1055273127;;;5840
;;6;2014_5832_presupuesto_1.pdf;;12/03/2015;2014_5832_presupuesto_1.pdf;2014_5832_presupuesto_1.pdf;.pdf;;;;;;;VERSIÓN No 1;;1;;1055273127;;;5832
;;14;2014_5801_supervision de proyecto_1.pdf;;17/03/2015;2014_5801_supervision de proyecto_1.pdf;2014_5801_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 008;;1;;1055273127;;;5801
;;14;2014_5834_supervision de proyecto_1.pdf;;17/03/2015;2014_5834_supervision de proyecto_1.pdf;2014_5834_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 006;;1;;1055273127;;;5834
;;6;2013_5675_presupuesto_4.pdf;;17/03/2015;2013_5675_presupuesto_4.pdf;2013_5675_presupuesto_4.pdf;.pdf;;;;;;;VERSIÓN No 6;;1;;1055273127;;;5675
;;1;2014_5848_acta inicio_1.pdf;;18/03/2015;2014_5848_acta inicio_1.pdf;2014_5848_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5848
;;1;2013_5689_acta inicio_1.pdf;;19/03/2015;2013_5689_acta inicio_1.pdf;2013_5689_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5689
;;99;2013_5689_otras actas_1.pdf;;19/03/2015;2013_5689_otras actas_1.pdf;2013_5689_otras actas_1.pdf;.pdf;;;;;;;OTRO SI No 1 DE PRORROGA;;1;;1055273127;;;5689
;;99;2013_5689_otras actas_2.pdf;;19/03/2015;2013_5689_otras actas_2.pdf;2013_5689_otras actas_2.pdf;.pdf;;;;;;;ACTA DE COMITÉ No 3;;1;;1055273127;;;5689
;;6;2014_5804_presupuesto_2.pdf;;19/03/2015;2014_5804_presupuesto_2.pdf;2014_5804_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN No 2;;1;;1055273127;;;5804
;;99;2012_5562_otras actas_6.pdf;;19/03/2015;2012_5562_otras actas_6.pdf;2012_5562_otras actas_6.pdf;.pdf;;;;;;;ADICIONAL No 2;;1;;1055273127;;;5562
;;5;2012_5562_acta de reinicio_2.pdf;;19/03/2015;2012_5562_acta de reinicio_2.pdf;2012_5562_acta de reinicio_2.pdf;.pdf;;;;;;;ACTA DE REINICIO 2;;1;;1055273127;;;5562
;;99;2012_5562_otras actas_7.pdf;;19/03/2015;2012_5562_otras actas_7.pdf;2012_5562_otras actas_7.pdf;.pdf;;;;;;;ADICIONAL No 3;;1;;1055273127;;;5562
;;6;2014_5761_presupuesto_2.pdf;;19/03/2015;2014_5761_presupuesto_2.pdf;2014_5761_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN No 2;;1;;1055273127;;;5761
;;11;2014_5761_acta de liquidacion_1.pdf;;19/03/2015;2014_5761_acta de liquidacion_1.pdf;2014_5761_acta de liquidacion_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5761
;;11;2012_5547_acta de liquidacion_1.pdf;;19/03/2015;2012_5547_acta de liquidacion_1.pdf;2012_5547_acta de liquidacion_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5547
;;11;2011_5436_acta de liquidacion_1.pdf;;19/03/2015;2011_5436_acta de liquidacion_1.pdf;2011_5436_acta de liquidacion_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5436
;;99;2011_5436_otras actas_3.pdf;;19/03/2015;2011_5436_otras actas_3.pdf;2011_5436_otras actas_3.pdf;.pdf;;;;;;;INFORME FINAL;;1;;1055273127;;;5436
;;1;2014_5836_acta inicio_1.pdf;;19/03/2015;2014_5836_acta inicio_1.pdf;2014_5836_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5836
;;6;2014_5810_presupuesto_1.pdf;;19/03/2015;2014_5810_presupuesto_1.pdf;2014_5810_presupuesto_1.pdf;.pdf;;;;;;;VERSIÓN No 1;;1;;1055273127;;;5810
;;6;2014_5803_presupuesto_1.pdf;;19/03/2015;2014_5803_presupuesto_1.pdf;2014_5803_presupuesto_1.pdf;.pdf;;;;;;;VERSIÓN No 2;;1;;1055273127;;;5803
;;15;2014_5845_prorroga_1.pdf;;19/03/2015;2014_5845_prorroga_1.pdf;2014_5845_prorroga_1.pdf;.pdf;;;;;;;ACTA DE PRORROGA 1;;1;;1055273127;;;5845
;;1;2014_5788_acta inicio_1.pdf;;19/03/2015;2014_5788_acta inicio_1.pdf;2014_5788_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5788
;;99;2014_5810_otras actas_2.pdf;;19/03/2015;2014_5810_otras actas_2.pdf;2014_5810_otras actas_2.pdf;.pdf;;;;;;;APERTURA FINANCIERA;;1;;1055273127;;;5810
;;6;2014_5803_presupuesto_2.pdf;;19/03/2015;2014_5803_presupuesto_2.pdf;2014_5803_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN No 1;;1;;1055273127;;;5803
;;99;2013_5646_otras actas_4.pdf;;19/03/2015;2013_5646_otras actas_4.pdf;2013_5646_otras actas_4.pdf;.pdf;;;;;;;PRESUPUESTO VERSIÓN 6;;1;;1055273127;;;5646
;;15;2014_5847_prorroga_1.pdf;;19/03/2015;2014_5847_prorroga_1.pdf;2014_5847_prorroga_1.pdf;.pdf;;;;;;;PRORROGA 1;;1;;1055273127;;;5847
;;6;2014_5847_presupuesto_2.pdf;;19/03/2015;2014_5847_presupuesto_2.pdf;2014_5847_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN No 1;;1;;1055273127;;;5847
;;99;2014_5764_otras actas_6.pdf;;19/03/2015;2014_5764_otras actas_6.pdf;2014_5764_otras actas_6.pdf;.pdf;;;;;;;POLIZAS;;1;;1055273127;;;5764
;;6;2014_5706_presupuesto_5.pdf;;19/03/2015;2014_5706_presupuesto_5.pdf;2014_5706_presupuesto_5.pdf;.pdf;;;;;;;VERSIÓN No 5;;1;;1055273127;;;5706
;;6;2013_5707_presupuesto_1.pdf;;19/03/2015;2013_5707_presupuesto_1.pdf;2013_5707_presupuesto_1.pdf;.pdf;;;;;;;VERSIÓN 1;;1;;1055273127;;;5707
;;6;2013_5717_presupuesto_2.pdf;;19/03/2015;2013_5717_presupuesto_2.pdf;2013_5717_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN No 2;;1;;1055273127;;;5717
;;99;2013_5675_otras actas_8.pdf;;19/03/2015;2013_5675_otras actas_8.pdf;2013_5675_otras actas_8.pdf;.pdf;;;;;;;JUSTIFICACIÓN PRORROGA Y ADICIÓN ;;1;;1055273127;;;5675
;;15;2013_5689_prorroga_2.pdf;;19/03/2015;2013_5689_prorroga_2.pdf;2013_5689_prorroga_2.pdf;.pdf;;;;;;;ACTA DE PRORROGA 2 A LA SUSPENSIÓN DEL CONTRATO;;1;;1055273127;;;5689
;;99;2014_5706_otras actas_3.pdf;;19/03/2015;2014_5706_otras actas_3.pdf;2014_5706_otras actas_3.pdf;.pdf;;;;;;;MODIFICACIÓN PRESUPUESTO VERSIÓN 4;;1;;1055273127;;;5706
;;99;2013_5717_otras actas_5.pdf;;19/03/2015;2013_5717_otras actas_5.pdf;2013_5717_otras actas_5.pdf;.pdf;;;;;;;RESOLUCIÓN 108 ;;1;;1055273127;;;5717
;;6;2013_5632_presupuesto_2.pdf;;19/03/2015;2013_5632_presupuesto_2.pdf;2013_5632_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN No 3;;1;;1055273127;;;5632
;;6;2014_5785_presupuesto_1.pdf;;19/03/2015;2014_5785_presupuesto_1.pdf;2014_5785_presupuesto_1.pdf;.pdf;;;;;;;VERSIÓN No 1;;1;;1055273127;;;5785
;;14;2014_5844_supervision de proyecto_1.pdf;;20/03/2015;2014_5844_supervision de proyecto_1.pdf;2014_5844_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 019;;1;;1055273127;;;5844
;;14;2014_5810_supervision de proyecto_1.pdf;;20/03/2015;2014_5810_supervision de proyecto_1.pdf;2014_5810_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 013;;1;;1055273127;;;5810
;;6;2013_5675_presupuesto_6.pdf;;20/03/2015;2013_5675_presupuesto_6.pdf;2013_5675_presupuesto_6.pdf;.pdf;;;;;;;VERSIÓN No  4;;1;;1055273127;;;5675
;;6;2012_5512_presupuesto_4.pdf;;20/03/2015;2012_5512_presupuesto_4.pdf;2012_5512_presupuesto_4.pdf;.pdf;;;;;;;VERSIÓN 5;;1;;1055273127;;;5512
;;99;2013_5727_otras actas_6.pdf;;20/03/2015;2013_5727_otras actas_6.pdf;2013_5727_otras actas_6.pdf;.pdf;;;;;;;ADICIONAL No 3;;1;;1055273127;;;5727
;;15;2012_5512_prorroga_2.pdf;;20/03/2015;2012_5512_prorroga_2.pdf;2012_5512_prorroga_2.pdf;.pdf;;;;;;;PRORROGA 2 Y ADICIÓN 2;;1;;1055273127;;;5512
;;1;2012_5512_acta inicio_2.pdf;;20/03/2015;2012_5512_acta inicio_2.pdf;2012_5512_acta inicio_2.pdf;.pdf;;;;;;;;;1;;1055273127;;;5512
;;6;2013_5720_presupuesto_2.pdf;;20/03/2015;2013_5720_presupuesto_2.pdf;2013_5720_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN No 2;;1;;1055273127;;;5720
;;6;2013_5725_presupuesto_4.pdf;;20/03/2015;2013_5725_presupuesto_4.pdf;2013_5725_presupuesto_4.pdf;.pdf;;;;;;;VERSIÓN No 2;;1;;1055273127;;;5725
;;6;2013_5707_presupuesto_2.pdf;;20/03/2015;2013_5707_presupuesto_2.pdf;2013_5707_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN No 2;;1;;1055273127;;;5707
;;99;2013_5646_otras actas_5.pdf;;20/03/2015;2013_5646_otras actas_5.pdf;2013_5646_otras actas_5.pdf;.pdf;;;;;;;PRESUPUESTO ;;1;;1055273127;;;5646
;;6;2013_5650_presupuesto_7.pdf;;20/03/2015;2013_5650_presupuesto_7.pdf;2013_5650_presupuesto_7.pdf;.pdf;;;;;;;;;1;;1055273127;;;5650
;;6;2013_5736_presupuesto_4.pdf;;20/03/2015;2013_5736_presupuesto_4.pdf;2013_5736_presupuesto_4.pdf;.pdf;;;;;;;VERSIÓN No 3;;1;;1055273127;;;5736
;;6;2013_5632_presupuesto_3.pdf;;20/03/2015;2013_5632_presupuesto_3.pdf;2013_5632_presupuesto_3.pdf;.pdf;;;;;;;VERSIÓN No 2;;1;;1055273127;;;5632
;;99;2014_5764_otras actas_7.pdf;;20/03/2015;2014_5764_otras actas_7.pdf;2014_5764_otras actas_7.pdf;.pdf;;;;;;;COMPROMISO DE CONFIDENCIALIDAD ;;1;;1055273127;;;5764
;;6;2013_5675_presupuesto_7.pdf;;20/03/2015;2013_5675_presupuesto_7.pdf;2013_5675_presupuesto_7.pdf;.pdf;;;;;;;;;1;;1055273127;;;5675
;;6;2014_5763_presupuesto_3.pdf;;24/03/2015;2014_5763_presupuesto_3.pdf;2014_5763_presupuesto_3.pdf;.pdf;;;;;;;VERSIÓN No 3;;1;;1055273127;;;5763
;;6;2013_5693_presupuesto_4.pdf;;24/03/2015;2013_5693_presupuesto_4.pdf;2013_5693_presupuesto_4.pdf;.pdf;;;;;;;VERSIÓN No 5;;1;;1055273127;;;5693
;;15;2012_5648_prorroga_1.pdf;;24/03/2015;2012_5648_prorroga_1.pdf;2012_5648_prorroga_1.pdf;.pdf;;;;;;;PRORROGA 1;;1;;1055273127;;;5648
;;15;2012_5648_prorroga_2.pdf;;24/03/2015;2012_5648_prorroga_2.pdf;2012_5648_prorroga_2.pdf;.pdf;;;;;;;PRORROGA 2;;1;;1055273127;;;5648
;;1;2014_5825_acta inicio_1.pdf;;24/03/2015;2014_5825_acta inicio_1.pdf;2014_5825_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5825
;;4;2015_5859_minuta_1.pdf;;25/03/2015;2015_5859_minuta_1.pdf;2015_5859_minuta_1.pdf;.pdf;;;;;;;;;1;;1055273127;;;5859
;;6;2014_5851_presupuesto_1.pdf;;27/03/2015;2014_5851_presupuesto_1.pdf;2014_5851_presupuesto_1.pdf;.pdf;;;;;;;VERSIÓN No 1;;1;;1055273127;;;5851
;;6;2014_5855_presupuesto_1.pdf;;7/04/2015;2014_5855_presupuesto_1.pdf;2014_5855_presupuesto_1.pdf;.pdf;;;;;;;VERSIÓN No 1;;1;;1055273127;;;5855
;;6;2014_5842_presupuesto_2.pdf;;8/04/2015;2014_5842_presupuesto_2.pdf;2014_5842_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN No 2;;1;;1055273127;;;5842
;;14;2014_5806_supervision de proyecto_1.pdf;;13/04/2015;2014_5806_supervision de proyecto_1.pdf;2014_5806_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 029;;1;;1055273127;;;5806
;;14;2014_5775_supervision de proyecto_1.pdf;;13/04/2015;2014_5775_supervision de proyecto_1.pdf;2014_5775_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No 030 ;;1;;1055273127;;;5775
;;14;2016_6049_supervision de proyecto_1.pdf;;2/11/2016;2016_6049_supervision de proyecto_1.pdf;2016_6049_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No.450 DELEGACIÓN SUPERVISIÓN, CONSTANCIA DE NOTIFICACIÓN Y SOLICITUD DELEGACIÓN DE SUPERVISIÓN.;;1;;79120966;;;6049
;;99;2012_5548_otras actas_7.pdf;;2/11/2016;2012_5548_otras actas_7.pdf;2012_5548_otras actas_7.pdf;.pdf;;;;;;;PÓLIZA SEGURO DE CUMPLIMIENTO No.1540101022842 SEGUROS DEL ESTADO.;;1;;79120966;;;5548
;;21;2016_6042_propuesta_1.pdf;;11/04/2017;2016_6042_propuesta_1.pdf;2016_6042_propuesta_1.pdf;.pdf;;;;;;;PROPUESTA;;1;;1104069269;;;6042
;;99;2014_5775_otras actas_5.pdf;;3/11/2016;2014_5775_otras actas_5.pdf;2014_5775_otras actas_5.pdf;.pdf;;;;;;;CERTIFICADO DE CUMPLIMIENTO (2).;;1;;79120966;;;5775
;;99;2014_5775_otras actas_6.pdf;;3/11/2016;2014_5775_otras actas_6.pdf;2014_5775_otras actas_6.pdf;.pdf;;;;;;;CERTIFICADO DE CUMPLIMIENTO. (3);;1;;79120966;;;5775
;;21;2016_6050_propuesta_1.pdf;;4/11/2016;2016_6050_propuesta_1.pdf;2016_6050_propuesta_1.pdf;.pdf;;;;;;;PROPUESTA;;1;;1033703179;;;6050
;;6;2016_6051_presupuesto_1.pdf;;4/11/2016;2016_6051_presupuesto_1.pdf;2016_6051_presupuesto_1.pdf;.pdf;;;;;;;PRESUPUESTO V1;;1;;1033703179;;;6051
;;21;2016_6051_propuesta_1.pdf;;4/11/2016;2016_6051_propuesta_1.pdf;2016_6051_propuesta_1.pdf;.pdf;;;;;;;PROPUESTA;;1;;1033703179;;;6051
;;99;2015_5940_otras actas_2.pdf;;23/11/2016;2015_5940_otras actas_2.pdf;2015_5940_otras actas_2.pdf;.pdf;;;;;;;OTRO SÍ ACLARATORIO.;;1;;79120966;;;5940
;;4;2016_6055_minuta_1.pdf;;28/11/2016;2016_6055_minuta_1.pdf;2016_6055_minuta_1.pdf;.pdf;;;;;;;MINUTA;;1;;1033703179;;;6055
;;4;2016_6056_minuta_1.pdf;;28/11/2016;2016_6056_minuta_1.pdf;2016_6056_minuta_1.pdf;.pdf;;;;;;;MINUTA;;1;;1033703179;;;6056
;;14;2016_6045_supervision de proyecto_1.pdf;;30/11/2016;2016_6045_supervision de proyecto_1.pdf;2016_6045_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No.478 DELEGACIÓN FACULTADES DE SUPERVISIÓN Y  CONSTANCIA DE NOTIFICACIÓN.;;1;;79120966;;;6045
;;14;2016_6057_supervision de proyecto_1.pdf;;30/11/2016;2016_6057_supervision de proyecto_1.pdf;2016_6057_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No.507 DELEGACIÓN FACULTADES DE SUPERVISIÓN Y CONSTANCIA DE NOTIFICACIÓN.;;1;;79120966;;;6057
;;14;2016_6047_supervision de proyecto_1.pdf;;30/11/2016;2016_6047_supervision de proyecto_1.pdf;2016_6047_supervision de proyecto_1.pdf;.pdf;;;;;;;RESOLUCIÓN No.480 DELEGACIÓN FACULTADES DE SUPERVISON Y CONSTANCIA DE NOTIFICACIÓN,;;1;;79120966;;;6047
;;6;2016_6057_presupuesto_2.pdf;;30/11/2016;2016_6057_presupuesto_2.pdf;2016_6057_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN No.1;;1;;79120966;;;6057
;;99;2016_6057_otras actas_1.pdf;;30/11/2016;2016_6057_otras actas_1.pdf;2016_6057_otras actas_1.pdf;.pdf;;;;;;;SOLICITUD CREACIÓN FINANCIERA.;;1;;79120966;;;6057
;;1;2016_6057_acta inicio_1.pdf;;30/11/2016;2016_6057_acta inicio_1.pdf;2016_6057_acta inicio_1.pdf;.pdf;;;;;;;CONTRATO INTERADMINISTRATIVO.;;1;;79120966;;;6057
